date,text,url
2024-09-24,南方财经9月24日电，针对今日央行宣布的将下调7天期逆回购利率0.2个百分点，下调存量房贷利率及房贷首付比例、下调存款准备金率0.5个百分点等一系列举措，中国银行研究院研究员梁斯认为，政策措施力度较大，对市场预期改善具有较强促进作用。其中政策利率将引导利率体系整体下移，进一步降低实体经济融资成本。7天期逆回购利率是政策利率，是利息体系中枢。其下调意味着后续LPR有望同步下调，与LPR挂钩的信贷利率也将同步下行，企业融资成本和居民购房负担将进一步降低。加之存量房贷利率及首付比例下调等政策持续显效，有助于缓解居民债务偿付压力、提振居民购房需求，促进房地产市场尽快回暖。（21世纪经济报道）（文章来源：南方财经网）文章来源：南方财经网责任编辑：43原标题：中银研究：政策利率将引导利率体系整体下移郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202409243189203122.html
2024-09-27,9月27日，人民银行披露最新的常备借贷便利SLF利率表，将隔夜常备借贷便利利率调整为2.35%，7天期常备借贷便利利率调整为2.50%，1个月期常备借贷便利利率调整为2.85%，均较上次下调0.2个百分点。8月隔夜常备借贷便利利率水平为2.55%，7天期常备借贷便利利率水平为2.70%，1个月期常备借贷便利利率水平为3.05%。SLF利率下行受主要政策利率下调带动与此密切相关的是，9月27日上午，人民银行将主要政策利率公开市场7天期逆回购操作利率由此前的1.70%调整为1.50%。此外，人民银行还下调了金融机构存款准备金率0.5个百分点（不含已执行5%存款准备金率的金融机构）。对于这一系列利率下调的动因，人民银行行长潘功胜已提前透露。9月24日，国新办举行新闻发布会，人民银行行长潘功胜现场宣布，降低中央银行的政策利率，即7天期逆回购操作利率下调0.2个百分点，从目前的1.7%调降至1.5%。他表示，目前，公开市场7天期逆回购操作利率是央行的主要政策利率。7月份，将7天期逆回购操作利率从1.8%下调到了1.7%。这次下降20个点，从1.7%下调到1.5%，在市场化的利率调控机制下，政策利率的调整将会带动各类市场基准利率的调整。预计本次政策利率调整之后，将会带动中期借贷便利（MLF）利率下调大概在0.3个百分点，预期贷款市场报价利率（LPR）、存款利率等也将随之下行0.2到0.25个百分点。潘功胜还提到，中期借贷便利和公开市场操作是央行向商业银行提供中短期资金的主要方式，利率的下降也将降低银行的资金成本。此外，预期贷款市场报价利率、存款利率将会对称下行。实际上，就在9月25日，人民银行开展3000亿元中期借贷便利（MLF）操作，期限1年，最高投标利率2.30%，最低投标利率1.90%，中标利率2.00%。操作后，中期借贷便利余额为68780亿元。对比8月，中标利率下降0.3个百分点。而常备借贷利率SLF也是一系列货币政策工具中的一种，受主要政策利率DR007最新下调带动，此次常备借贷利率也相应下行。开展SLF操作增强银行体系流动性从国际经验看，中央银行通常综合运用常备借贷便利和公开市场操作两大类货币政策工具管理流动性。常备借贷便利的主要特点：一是由金融机构主动发起，金融机构可根据自身流动性需求申请常备借贷便利；二是常备借贷便利是中央银行与金融机构“一对一”交易，针对性强。三是常备借贷便利的交易对手覆盖面广，通常覆盖存款金融机构。借鉴国际经验，中国人民银行于2013年初创设了常备借贷便利（SLF）。常备借贷便利是中国人民银行正常的流动性供给渠道，主要功能是满足金融机构期限较长的大额流动性需求。对象主要为政策性银行和全国性商业银行。期限为1-3个月。利率水平根据货币政策调控、引导市场利率的需要等综合确定。常备借贷便利以抵押方式发放，合格抵押品包括高信用评级的债券类资产及优质信贷资产等。常备借贷便利利率发挥了利率走廊上限的作用，记者注意到，今年以来，人民银行及时开展常备借贷便利（SLF）操作。对地方法人金融机构按需足额提供短期流动性支持，稳定市场预期，增强银行体系流动性的稳定性，防范流动性风险。一季度，常备借贷便利累计开展操作62亿元，3月末余额为34亿元。3月末，隔夜、7天、1个月常备借贷便利利率分别为2.65%、2.80%、3.15%。上半年，累计开展SLF操作88亿元，6月末余额为26亿元。6月末，隔夜、7天、1个月SLF利率分别为2.65%、2.80%、3.15%。2024年7月，人民银行对金融机构开展常备借贷便利操作共0.61亿元，均为隔夜期。期末常备借贷便利余额为0亿元。隔夜、7天、1个月常备借贷便利利率分别为2.55%、2.70%、3.05%，较上月均下降10个基点。2024年8月，人民银行对金融机构开展常备借贷便利操作共10.01亿元，其中隔夜期0.01亿元，7天期10亿元。期末常备借贷便利余额为0亿元。隔夜、7天、1个月常备借贷便利利率分别为2.55%、2.70%、3.05%。（文章来源：每日经济新闻）文章来源：每日经济新闻责任编辑：137原标题：跟随政策利率 常备借贷便利利率下调20个基点郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202409273194041596.html
2024-11-08,央行发布2024年第三季度中国货币政策执行报告，下一阶段，将深入推进利率市场化改革，健全市场化利率形成、调控和传导机制，研究适当收窄利率走廊的宽度，引导货币市场利率围绕政策利率中枢平稳运行，逐步理顺由短及长的传导关系。强化利率政策执行，充分发挥利率自律机制作用，规范市场竞争行为，维护市场竞争秩序，着力稳定银行负债成本。持续改革完善贷款市场报价利率（LPR），着重提高LPR 报价质量，更真实反映贷款市场利率水平，督促金融机构坚持风险定价原则，理顺贷款利率与债券收益率等市场利率的关系，发挥好政策利率和LPR下行的带动作用，推动企业融资和居民信贷成本稳中有降。（文章来源：财联社）文章来源：财联社责任编辑：98原标题：央行：研究适当收窄利率走廊的宽度，引导货币市场利率围绕政策利率中枢平稳运行郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202411083234151659.html
2024-11-29,非银同业存款利率将纳入利率自律管理。近日，全国市场利率定价自律机制发布了《关于优化非银同业存款利率自律管理的倡议》（以下简称《倡议》），要求将非银同业存款利率纳入自律管理。具体来说，金融基础设施机构的同业活期存款主要体现支付结算属性，应参考超额存款准备金利率合理确定利率水平；除金融基础设施机构外的其他非银同业活期存款应参考公开市场7天期逆回购操作利率合理确定利率水平，充分体现政策利率传导。此外，倡议规范了非银同业定期存款提前支取的定价行为，若银行与非银金融机构（含非法人产品）约定同业定期存款可提前支取，提前支取利率原则上不应高于超额存款准备金利率。据了解，倡议于2024年12月1日生效，但为避免增加银行年末流动性压力，利率自律机制设置了一个月的缓冲期，即自2025年第一季度起同业活期存款利率自律管理正式纳入MPA评估考核。银行将在一个月的过渡期内，把握时间窗口，按倡议精神积极做好客户沟通、合同修订、系统改造等工作，同时确保流动性平稳。当前，非银同业活期存款已显著偏离合理水平，未能体现政策利率传导。业内专家指出，非银同业存款利率市场化程度不足，不跟随央行政策利率变动，因此滋生了套利空间。2022年至2024年第三季度，央行政策利率从2.2%降至1.5%，而同业活期存款利率基本不随央行政策利率变化，始终维持在1.75%左右的水平。据了解，个别财务公司、理财子公司在某银行的同业活期存款利率近3%，而四大行一般性活期存款利率仅为0.1%。同时，非银机构普遍资金量较大，占据议价优势，与银行一对一谈判要高价。而银行为满足内部考核规模要求或流动性指标需要，宁愿“花钱买存款”。此外，同业活期存款利率市场化不足，也增加了银行息差压力，滋生套利空间。业内专家指出，近年来银行存款利率持续下行，但同业活期存款利率降不动，吸引部分存款绕道基金、理财存入同业，推高整体负债成本。同业存款利率市场化程度不足，引发多种套利模式。如企业存款通过绕道财务公司变成同业存款，可赚取超过100BP的利差。根据倡议，金融基础设施机构的同业活期存款应参考超额存款准备金利率合理确定利率水平。权威人士指出，此前，金融基础设施结算性资金同业存款利率未随央行政策利率调整而变化。金融基础设施沉淀的结算性资金均为同业活期存款，由于资金量巨大，议价能力较强。据悉，个别金融基础设施机构同业活期存款多参照已失效二十多年的规定，要求银行按法定存款准备金利率（目前为1.62%）付息。同时，我国金融基础设施公司是为各类金融活动提供基础性公共服务的系统及制度安排的特殊金融机构，主营业务收入应该来自登记、托管、结算等服务费，而个别金融基础设施机构利用金融基础设施参与者存放的账户资金套利。业内专家指出，通过引导金融基础设施同业活期存款利率与超额存款准备金利率（利率走廊下廊）联动，通过引导除金融基础设施机构外的其他同业活期存款利率与央行政策利率联动，将疏通利率传导渠道。同时，也将强化利率政策执行，维护理性有序的竞争秩序。此外，将同业活期存款纳入自律后，有利于缓解银行息差收窄压力，更有效调节资金供求和资源配置，提升金融支持实体经济的可持续性。同时利好银行股估值，有利于支持资本市场平稳发展，提振投资者信心。同时，将同业活期存款利率与央行政策利率联动后，“利率高地”将有效消除，压缩一般性存款与同业存款之间的套利空间。同时，有利于提高交易结算效率，促进金融市场健康发展。（文章来源：澎湃新闻）文章来源：澎湃新闻责任编辑：10原标题：非银同业存款利率将纳入利率自律管理，“利率高地”将有效消除郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202411293255187382.html
2024-11-08,证券时报e公司讯，央行发布2024年第三季度中国货币政策执行报告，下一阶段，将深入推进利率市场化改革，健全市场化利率形成、调控和传导机制，研究适当收窄利率走廊的宽度，引导货币市场利率围绕政策利率中枢平稳运行，逐步理顺由短及长的传导关系。强化利率政策执行，充分发挥利率自律机制作用，规范市场竞争行为，维护市场竞争秩序，着力稳定银行负债成本。持续改革完善贷款市场报价利率（LPR），着重提高LPR 报价质量，更真实反映贷款市场利率水平，督促金融机构坚持风险定价原则，理顺贷款利率与债券收益率等市场利率的关系，发挥好政策利率和LPR下行的带动作用，推动企业融资和居民信贷成本稳中有降。（文章来源：证券时报网）文章来源：证券时报网责任编辑：91原标题：央行：研究适当收窄利率走廊的宽度 引导货币市场利率围绕政策利率中枢平稳运行郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202411083234277158.html
2024-11-08,央行发布2024年第三季度中国货币政策执行报告，下一阶段，把握好利率、汇率内外均衡。深入推进利率市场化改革，健全市场化利率形成、调控和传导机制，研究适当收窄利率走廊的宽度，引导货币市场利率围绕政策利率中枢平稳运行，逐步理顺由短及长的传导关系。强化利率政策执行，充分发挥利率自律机制作用，规范市场竞争行为，维护市场竞争秩序，着力稳定银行负债成本。持续改革完善贷款市场报价利率（LPR），着重提高LPR 报价质量，更真实反映贷款市场利率水平，督促金融机构坚持风险定价原则，理顺贷款利率与债券收益率等市场利率的关系，发挥好政策利率和LPR下行的带动作用，推动企业融资和居民信贷成本稳中有降。稳步深化汇率市场化改革，完善以市场供求为基础、参考一篮子货币进行调节、有管理的浮动汇率制度，坚持市场在汇率形成中起决定性作用，保持汇率弹性，发挥汇率调节宏观经济和国际收支自动稳定器功能。做好跨境资金流动的监测分析，坚持底线思维，综合施策，强化预期引导，防止形成单边一致性预期并自我实现，坚决防范汇率超调风险，保持人民币汇率在合理均衡水平上的基本稳定。加强外汇市场管理，引导企业和金融机构树立“风险中性”理念，指导金融机构基于实需和风险中性原则积极为中小微企业提供汇率避险服务，维护外汇市场平稳健康发展。（文章来源：界面新闻）文章来源：界面新闻责任编辑：3原标题：央行：研究适当收窄利率走廊的宽度，引导货币市场利率围绕政策利率中枢平稳运行郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202411083234275979.html
2025-02-28,“后续银行存款利率仍然存在下降的可能性。”银行降息潮下，民营银行存款利率再度下探，身处“揽储大战”的部分中小农商行却逆势上调存款利率，银行存款利率分化显现。2024年以来，国有大行率先下调存款利率，股份行、城商行陆续跟进。当前，国有大行一年期定存利率已降至1.1%，三年期降至1.5%。今年2月以来，锡商银行、新安银行、中关村银行等多家民营银行先后宣布下调存款利率。与此同时，一部分农商行、村镇银行等却在逆势上调存款利率，其中，五台农商银行、陕西麟游农商银行、山西寿阳汇都村镇银行、陕西略阳县农村信用合作联社等多家农商行今年以来相继宣布上调存款利率。中国邮政储蓄银行研究员娄飞鹏表示，民营银行和中小农商行在存款利率问题上出现分化，是银行根据自身情况和市场环境市场化行为选择的结果。民营银行净息差下降明显，需要降低存款利率降低负债成本稳定净息差。中小农商行为了增加在存款市场的竞争力，优化存款结构，提高存款利率。民营银行下调存款利率后续仍有下调可能性近期，民营银行加入降息阵营，纷纷下调存款利率。当前，银行存款利率普遍最高至“2字头”，难觅“3字头”踪影。“利率下调是大趋势，若需存入，请尽早选定存款产品。”中关村银行工作人员对贝壳财经记者表示，该行整存整取3个月、6个月、1年、2年期利率分别是1.65%、1.85%、1.9%、2.2%，其中2年期存款利率从此前的2.4%下调至2.2%。新安银行、锡商银行也于近期宣布下调存款利率。根据公告，新安银行将于2025年2月21日对手机银行、小程序、公众号在售的储蓄存款产品利率进行调整，其中3年期存款利率从2.90%降至2.80%。锡商银行也将1年期、2年期、3年期、5年期定期存款利率分别下调至1.8%、2.0%、2.6%、2.5%。银行存款利率情况统计表。贝壳财经记者制图“截至2024年四季度，商业银行净息差为1.52%，较三季度下降1个基点，较2023年四季度下降17个基点。虽然2024年银行多次下调存款利率、大力压降负债成本，2025年息差收窄压力或将减轻，但下降趋势仍然未变。”董希淼指出，近年来，银行业净息差逐年下降，目前已经处于历史低位。净息差是衡量银行盈利能力和经营效率的核心指标，备受各方关注。部分银行近期主动下调存款利率，顺应存款利率下降的总体趋势，有助于进一步压降负债成本、维持息差基本稳定，符合金融管理部门政策导向。“后续银行存款利率仍然存在下降的可能性。”盘古智库高级研究员余丰慧表示，若经济增长面临压力，央行继续采取宽松的货币政策，市场资金供给增加，银行资金成本进一步下降，存款利率或也会随之调整。部分农商行、村镇银行逆势上调存款利率高息揽储难持续银行“开门红”尚未收尾，部分农商行、村镇银行正逆势上调存款利率。“在利率下调的大形势下，快来五台农商银行抢占最高的存款利率吧！”2月26日，五台农商银行发布的宣传海报显示，1年、2年、3年定期存款利率分别是1.75%、1.85%、2.15%。五台农商银行工作人员称，该行的存款利率近日有所上调，3年期存款利率之前是2%，现在上调至2.15%。暂没有活动期限，现在存款可按上调后利率计算利息。陵川县联社也于今年2月上调存款利率，利率最高达2%。根据公告，陵川县联社1年、2年、3年、5年定期存款利率分别为1.75%、1.85%、2.00%、1.80%。除了上述两家农商行，今年以来，陕西麟游农商银行、山西寿阳汇都村镇银行、陕西略阳县农村信用合作联社等多家农商行相继宣布上调存款利率。余丰慧指出，中小农商银行逆势上调存款利率或出于“开门红”的揽储需要。“开门红”是银行业务发展的重要节点，尤其是在年初这个时间段，存款规模对银行全年的业务开展有着重要影响。不过，娄飞鹏称，中小银行除了面临盈利压力外，还面临较大的风险化解压力，并且受区域经济环境影响，不同区域中小银行面临的经营压力不同。在银行业整体净息差处于低位并且后续仍然面临下行压力的情况下，中小银行高息揽储行为也难以持续。董希淼指出，中小银行要加快转变经营理念，克服路径依赖，不可盲目追求存款贷款规模扩张，而是要加强资产负债管理，继续压降负债成本，努力保持发展的稳健性和可持续性。净利息收入仍是当前和未来一段时间银行的主要收入来源，将银行净息差维持在合理水平，并不是为了保护银行业自身利益，而是为了更好地维持银行稳健经营、服务实体经济、防范化解金融风险。新京报贝壳财经记者徐雨婷（文章来源：新京报）文章来源：新京报责任编辑：43原标题：存款利率分化：民营银行存款利率下探 部分农商行利率逆势上扬郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202502283333186543.html
2024-10-18,10月18日，工商银行、农业银行、中国银行、建设银行等多家国有大行基于当前形势和自身经营需要，发布公告主动下调存款挂牌利率。记者查阅相关银行网页发现，几家银行此次调整幅度一致，其中活期和1天通知存款下调0.05个百分点，7天通知存款下调0.25个百分点，协定存款下调0.4个百分点，整存整取定期存款下调0.25个百分点。此次存款利率调整，反映出人民银行（下称“央行”）利率政策传导机制有效运行。此前，央行行长潘功胜在2024年陆家嘴论坛上强调，要进一步健全市场化的利率调控机制。9月27日，央行将政策利率，也就是公开市场7天期逆回购操作利率由1.7%下调至1.5%，带动中期借贷便利利率下降0.3个百分点。10月18日，主要商业银行即下调存款挂牌利率，10月21日报出的贷款市场报价利率（LPR）有望随政策利率变化相应下降，市场化的利率调控机制进一步健全，利率传导渠道有效疏通。此次存量利率调整，还有利于稳定银行负债成本，缓解商业银行净息差收窄压力，兼顾支持实体经济和银行稳健经营的平衡。近年来，商业银行持续加大力度让利实体经济，2024年第二季度银行净息差1.54%，已降至历史最低水平。央行调整政策利率后，将带动本月报出的LPR跟随下降，叠加10月即将要实施的存量房贷利率批量调整，商业银行稳定净息差的紧迫性更强。本次商业银行调整存款利率，对稳定银行净息差形成支撑，能提升金融支持实体经济的可持续性。（文章来源：证券时报网）文章来源：证券时报网责任编辑：43原标题：利率传导机制有效运行 大行下调存款挂牌利率稳息差郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202410183210764375.html
2024-10-30,临近月末，票据市场接连上演“大跳水”，国股半年期银票转贴现利率已降至2022年12月以来新低，3个月期品种则直接逼近0利率。数据显示，10月30日，票据市场“抢票”狂潮持续，国股半年期银票转贴现利率降至0.63%，较29日下降14BP，也是年内首次跌破0.7%；国股3个月期银票转贴现利率则较上一日的0.1%降9BP直至0.01%，再现0利率。此前29日，两期限票据转贴现利率已分别大幅下行11和15BP。整体来看，近期短期限票据利率降幅更大，除3个月期票据品种外，11月、12月到期的国股银票转贴现利率分别大幅下降了90BP、85BP。据第三方平台数据，截至收盘，12月、明年1月、明年3月和明年4月到期的国股银票转贴现利率分别收于0.15%、0.01%、0.30%和0.63%。回顾来看，此轮票据市场大幅调整已持续多时，其中国股半年期银票转贴现利率自10月24日开启了一轮直线下滑，3个月期品种的利率下行自9月末就已开始，其间二者累计下调幅度分别在38BP、174BP左右。此前有业内人士对第一财经表示，票据利率波动受到季节性因素和资金市场的双重影响，在定价方面也相对更加复杂。从票据与国债、同业存单的利差来看，随着月末跳水，票据与国债和同业存单的利差继续扩大，30日与二者的利差分别超过-80BP、-130BP，创年内新高。在不少分析人士看来，供给层面干扰不大的情况下，票据利率的大幅下行主要与机构“抢票潮”有关，杠杆大行大幅降价增配的现象明显。尽管10月是传统信贷小月，但考虑到票据“资金+信贷”的二元属性，10月下旬以来再现“抢票”行为和票据利率大幅“跳水”，让市场对10月信贷预期进一步降温。“（波动）主要应该就是银行冲量导致的，现在信贷需求还是不太好。”一位行业研究人士对第一财经表示，在财政政策进一步加大刺激之前，降准降息等宽松货币政策效果的显现还需要一定时间。另有全国性银行地方分支机构的内部人士表示，当前信贷投放压力依然很大，但另一方面，风险把控的重要性也进一步凸显，从一线感受来看，整体状况没有明显改观。此前央行披露的9月金融数据显示，当月人民币贷款新增约1.6万亿元，较8月多增6900亿元，但同比少增了7200亿元。其中，除票据贴现同比多增2186亿元外，企业和居民部门均同比少增，也被认为冲量迹象明显。基于有效融资需求偏弱、金融数据“挤水分”、经济结构转型等多因素考虑，多位受访人士对第一财经表示，对10月信贷增量预测仍偏悲观，票据市场的走势进一步强化了这一预期。但也有机构研究人员对“开门红”仍有乐观预期，同时强调了财政刺激超预期的前提，11月即将召开的十四届全国人大常委会第十二次会议仍是关注焦点。关于提振信贷，日前，在中国金融四十人论坛第三季度宏观政策报告发布会上，CF40资深研究员、中国社科院世界经济与政治研究所副所长张斌在分析国内总需求不足问题时提到，支出（政府+房地产投资）—收入（企业盈利）—信贷形成的负向循环是总需求不足的主要拖累。他同时表示，尽管当前各部门的相关政策组合与2015年的稳增长政策组合已十分相似，但包括房地产、地方平台等在内，经济环境已有很大不同，因此需要更大力度的财政政策、货币政策和房地产政策支持，包括让广义政府支出增速大于目标名义GDP增速，加快政策利率（OMO）下行进一步降低真实利率等。其中，对于财政政策，根据上述报告测算，2025年若要达到5%的合意经济增长（GDP平减指数为0），广义财政支出应较2024年增加2.6万亿元，一般公共预算和政府性基金预算合计需要通过新增债务等渠道筹集资金11.8万亿元。“可以通过两种方式来实现这样的广义支出强度，一是保持官方赤字率不变，继续通过发行超长期特别国债和专项债券和其他调入资金来补充收入缺口；二是提高官方的赤字率，例如从3%提高到4%，这样的好处是有宣示作用，且不需要从其他地方调入较大的资金。在此基础上，为化解地方政府拖欠账款、债务置换，以及房地产和银行体系注资等各类存量风险问题，还需要在未来增加10万亿量级的额外公共资金，但是两者应做出明确区分。同时，进一步明确公共资金参与房地产市场的规模和方式，其中尤其要尽快明确用于支持保障房收购和土地回购的财政资金。”报告建议。（文章来源：第一财经）文章来源：第一财经责任编辑：73原标题：再现0利率，票据利率月末直线跳水，信贷预期再降温郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202410303223662454.html
2024-11-29,近日，全国市场利率定价自律机制发布了《关于在存款服务协议中引入“利率调整兜底条款”的倡议》，要求银行应在同客户签署的存款服务协议中加入“利率调整兜底条款”，并于2024年12月1日起生效。“当前存款服务协议长期锁定利率，加大银行利率风险，形成利率政策传导梗阻。”权威专家分析，银行在一笔存款正式存入并生成存款正式合同前，一般会与对公客户签订关于框架性服务内容的协议，其中包含利率等多个存款关键要素。客户可在协议期内任意时间办理协定存款、定期存款等业务，并提前锁定未来一定时间的利率。存款服务协议为国内特有的金融协议，国际上增量资金在存入时需参考当时的市场利率确定，不能通过协议提前锁定存款利率，以免增加其利率风险。上述专家进一步表示，若客户同银行签订一个期限很长的服务协议，如三年、五年，并锁定利率水平，但市场利率是变化的，则加大了银行面临的利率风险，也造成利率政策传导受到梗阻，不利于维持金融服务实体经济的可持续性。根据《倡议》，客户同银行签订的存款服务协议中，需加入“利率调整兜底条款”，确保协议期内，银行存款挂牌利率或存款利率内部授权上限等的调整，能及时体现在按协议发生的实际存款业务中。当存款利率调整后，客户和银行可协商确定存款利率水平。“‘利率调整兜底条款’的引入，对银行来说，有助于管理自身利率风险，降低负债成本，稳定净息差，保障持续稳健经营；对客户来说，促使其将闲置资金投入生产经营。聚焦主责主业，避免资金在金融体系内沉淀空转；从宏观调控的角度来说，也有助于规范市场竞争秩序，疏通利率传导的堵点，市场化的利率‘形得成’‘调得了’，推动社会综合融资成本稳中有降。”权威专家表示。（文章来源：中国证券报·中证金牛座）文章来源：中国证券报·中证金牛座责任编辑：3原标题：引入“利率调整兜底条款”！利率自律机制发布倡议郑重声明：东方财富发布此内容旨在传播更多信息，与本站立场无关，不构成投资建议。据此操作，风险自担。举报东方财富网分享到微信朋友圈打开微信，点击底部的“发现”使用“扫一扫”即可将网页分享至朋友圈扫描二维码关注东方财富官网微信,http://finance.eastmoney.com/a/202411293255548555.html
